subject_id,set_id,rep_id,frame,obj_id,x,y,z,v,range_m,azimuth_deg,elev_deg,snr,noise,label
Person_C,4,1,0,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,1,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,2,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,3,0,0.18814870715141296,0.9856630563735962,0,-0.12173257,1.0034598131975625,10.806922432456961,0,294,580,bad
Person_C,4,1,4,0,0.11588870733976364,0.7325779795646667,0,-0.24346514,0.7416877298647528,8.989299320114103,0,340,447,bad
Person_C,4,1,4,1,0.14997361600399017,0.948042095,0,-0.12173257,0.9598311824663105,8.989298977325161,0,307,578,bad
Person_C,4,1,5,0,0.087257378,0.6925839781761169,0,-0.24346514,0.6980590353310874,7.180755656218959,0,340,435,bad
Person_C,4,1,5,1,0.1199788972735405,0.9523029923439026,0,-0.12173257,0.9598311961059224,7.180755654910846,0,342,592,bad
Person_C,4,1,6,0,0.089984171,0.955603838,0,-0.12173257,0.9598311550394223,5.3793790156997545,0,348,608,bad
Person_C,4,1,7,0,0.085893981,0.9121673107147217,0,-0.12173257,0.916202477,5.3793789310783655,0,396,575,bad
Person_C,4,1,8,0,0.11452531069517136,0.90901649,0,-0.12173257,0.9162025026434499,7.180755655076955,0,353,604,bad
Person_C,4,1,9,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,10,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,11,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,12,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,13,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,14,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,15,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,16,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,17,0,0.11452531069517136,0.90901649,0,0.12173257023096085,0.9162025026434499,7.180755655076955,0,386,580,bad
Person_C,4,1,18,0,0.1199788972735405,0.9523029923439026,0,0.2434651404619217,0.9598311961059224,7.180755654910846,0,326,615,bad
Person_C,4,1,19,0,0.035448309034109116,1.1337918043136597,0,0.12173257023096085,1.1343458194669744,1.7907847713268152,0,348,553,bad
Person_C,4,1,19,1,0,2.2250630855560303,0,0.12173257023096085,2.2250630855560303,0,0,307,607,bad
Person_C,4,1,20,0,0.18814870715141296,0.9856630563735962,0,0.12173257023096085,1.0034598131975625,10.806922432456961,0,317,600,bad
Person_C,4,1,21,0,0.11588870733976364,0.7325779795646667,0,0.12173257023096085,0.7416877298647528,8.989299320114103,0,396,437,bad
Person_C,4,1,22,0,0.11588870733976364,0.7325779795646667,0,0.12173257023096085,0.7416877298647528,8.989299320114103,0,337,456,bad
Person_C,4,1,23,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,24,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,25,0,0.038175102323293686,1.2210066318511963,0,0.12173257023096085,1.2216032635278922,1.7907846772380893,0,323,562,bad
Person_C,4,1,26,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,1,27,0,0.076350205,1.2192150354385376,0,0.12173257023096085,1.2216033138416784,3.583321586561026,0,310,591,bad
Person_C,4,2,28,0,0.038175102323293686,1.2210066318511963,0,-0.12173257,1.2216032635278922,1.7907846772380893,0,329,477,bad
Person_C,4,2,29,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,30,0,0.036811706,1.1773992776870728,0,-0.12173257,1.177974601072967,1.7907846319424352,0,300,657,bad
Person_C,4,2,31,0,0.11588870733976364,0.7325779795646667,0,-0.24346514,0.7416877298647528,8.989299320114103,0,343,434,bad
Person_C,4,2,31,1,0.21950682997703552,0.9791569113731384,0,-0.12173257,1.0034597677517276,12.635625445757274,0,299,559,bad
Person_C,4,2,32,0,0.11588870733976364,0.7325779795646667,0,-0.365197718,0.7416877298647528,8.989299320114103,0,365,445,bad
Person_C,4,2,32,1,0.036811706,1.1773992776870728,0,-0.12173257,1.177974601072967,1.7907846319424352,0,367,582,bad
Person_C,4,2,33,0,0.1199788972735405,0.9523029923439026,0,-0.24346514,0.9598311961059224,7.180755654910846,0,345,596,bad
Person_C,4,2,33,1,0.069533221,2.2239763736724854,0,-0.12173257,2.2250630956300914,1.790784653,0,300,613,bad
Person_C,4,2,34,0,0.085893981,0.9121673107147217,0,-0.24346514,0.916202477,5.3793789310783655,0,366,590,bad
Person_C,4,2,34,1,0.070896618,1.132128119468689,0,-0.12173257,1.1343458067737637,3.583321962942214,0,308,593,bad
Person_C,4,2,35,0,0.11452531069517136,0.90901649,0,-0.24346514,0.9162025026434499,7.180755655076955,0,411,560,bad
Person_C,4,2,36,0,0.081803791,0.8687307834625244,0,-0.12173257,0.8725737988240236,5.379378837994838,0,342,616,bad
Person_C,4,2,37,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,38,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,39,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,40,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,41,-1,0,0,0,0,0,0,0,0,0,bad
Person_C,4,2,42,0,0.085893981,0.9121673107147217,0,0.12173257023096085,0.916202477,5.3793789310783655,0,389,558,bad
Person_C,4,2,43,0,0.1199788972735405,0.9523029923439026,0,0.12173257023096085,0.9598311961059224,7.180755654910846,0,386,566,bad
